Pprime,P2prime,Zs,Zt,cs2,ghost_ok,grad_ok
0.700,1.700,0.700,4.100,0.171,1,1
0.700,1.800,0.700,4.300,0.163,1,1
0.700,1.900,0.700,4.500,0.156,1,1
0.700,2.000,0.700,4.700,0.149,1,1
0.800,-2.000,0.800,-3.200,,0,1
0.800,-1.900,0.800,-3.000,,0,1
0.800,-1.800,0.800,-2.800,,0,1
0.800,-1.700,0.800,-2.600,,0,1
0.800,-1.600,0.800,-2.400,,0,1
0.800,-1.500,0.800,-2.200,,0,1
0.800,-1.400,0.800,-2.000,,0,1
0.800,-1.300,0.800,-1.800,,0,1
0.800,-1.200,0.800,-1.600,,0,1
0.800,-1.100,0.800,-1.400,,0,1
0.800,-1.000,0.800,-1.200,,0,1
0.800,-0.900,0.800,-1.000,,0,1
0.800,-0.800,0.800,-0.800,,0,1
0.800,-0.700,0.800,-0.600,,0,1
0.800,-0.600,0.800,-0.400,,0,1
0.800,-0.500,0.800,-0.200,,0,1
0.800,-0.400,0.800,0.000,423868200223105.812,1,1
0.800,-0.300,0.800,0.200,4.000,1,1
0.800,-0.200,0.800,0.400,2.000,1,1
0.800,-0.100,0.800,0.600,1.333,1,1
0.800,0.000,0.800,0.800,1.000,1,1
0.800,0.100,0.800,1.000,0.800,1,1
0.800,0.200,0.800,1.200,0.667,1,1
0.800,0.300,0.800,1.400,0.571,1,1
0.800,0.400,0.800,1.600,0.500,1,1
0.800,0.500,0.800,1.800,0.444,1,1
0.800,0.600,0.800,2.000,0.400,1,1
0.800,0.700,0.800,2.200,0.364,1,1
0.800,0.800,0.800,2.400,0.333,1,1
0.800,0.900,0.800,2.600,0.308,1,1
0.800,1.000,0.800,2.800,0.286,1,1
0.800,1.100,0.800,3.000,0.267,1,1
0.800,1.200,0.800,3.200,0.250,1,1
0.800,1.300,0.800,3.400,0.235,1,1
0.800,1.400,0.800,3.600,0.222,1,1
0.800,1.500,0.800,3.800,0.211,1,1
0.800,1.600,0.800,4.000,0.200,1,1
0.800,1.700,0.800,4.200,0.190,1,1
0.800,1.800,0.800,4.400,0.182,1,1
0.800,1.900,0.800,4.600,0.174,1,1
0.800,2.000,0.800,4.800,0.167,1,1
0.900,-2.000,0.900,-3.100,,0,1
0.900,-1.900,0.900,-2.900,,0,1
0.900,-1.800,0.900,-2.700,,0,1
0.900,-1.700,0.900,-2.500,,0,1
0.900,-1.600,0.900,-2.300,,0,1
0.900,-1.500,0.900,-2.100,,0,1
0.900,-1.400,0.900,-1.900,,0,1
0.900,-1.300,0.900,-1.700,,0,1
0.900,-1.200,0.900,-1.500,,0,1
0.900,-1.100,0.900,-1.300,,0,1
0.900,-1.000,0.900,-1.100,,0,1
0.900,-0.900,0.900,-0.900,,0,1
0.900,-0.800,0.900,-0.700,,0,1
0.900,-0.700,0.900,-0.500,,0,1
0.900,-0.600,0.900,-0.300,,0,1
0.900,-0.500,0.900,-0.100,,0,1
0.900,-0.400,0.900,0.100,9.000,1,1
0.900,-0.300,0.900,0.300,3.000,1,1
0.900,-0.200,0.900,0.500,1.800,1,1
0.900,-0.100,0.900,0.700,1.286,1,1
0.900,0.000,0.900,0.900,1.000,1,1
0.900,0.100,0.900,1.100,0.818,1,1
0.900,0.200,0.900,1.300,0.692,1,1
0.900,0.300,0.900,1.500,0.600,1,1
0.900,0.400,0.900,1.700,0.529,1,1
0.900,0.500,0.900,1.900,0.474,1,1
0.900,0.600,0.900,2.100,0.429,1,1
0.900,0.700,0.900,2.300,0.391,1,1
0.900,0.800,0.900,2.500,0.360,1,1
0.900,0.900,0.900,2.700,0.333,1,1
0.900,1.000,0.900,2.900,0.310,1,1
0.900,1.100,0.900,3.100,0.290,1,1
0.900,1.200,0.900,3.300,0.273,1,1
0.900,1.300,0.900,3.500,0.257,1,1
0.900,1.400,0.900,3.700,0.243,1,1
0.900,1.500,0.900,3.900,0.231,1,1
0.900,1.600,0.900,4.100,0.220,1,1
0.900,1.700,0.900,4.300,0.209,1,1
0.900,1.800,0.900,4.500,0.200,1,1
0.900,1.900,0.900,4.700,0.191,1,1
0.900,2.000,0.900,4.900,0.184,1,1
1.000,-2.000,1.000,-3.000,,0,1
1.000,-1.900,1.000,-2.800,,0,1
1.000,-1.800,1.000,-2.600,,0,1
1.000,-1.700,1.000,-2.400,,0,1
1.000,-1.600,1.000,-2.200,,0,1
1.000,-1.500,1.000,-2.000,,0,1
1.000,-1.400,1.000,-1.800,,0,1
1.000,-1.300,1.000,-1.600,,0,1
1.000,-1.200,1.000,-1.400,,0,1
1.000,-1.100,1.000,-1.200,,0,1
1.000,-1.000,1.000,-1.000,,0,1
1.000,-0.900,1.000,-0.800,,0,1
1.000,-0.800,1.000,-0.600,,0,1
1.000,-0.700,1.000,-0.400,,0,1
1.000,-0.600,1.000,-0.200,,0,1
1.000,-0.500,1.000,0.000,500399958596722.125,1,1
1.000,-0.400,1.000,0.200,5.000,1,1
1.000,-0.300,1.000,0.400,2.500,1,1
1.000,-0.200,1.000,0.600,1.667,1,1
1.000,-0.100,1.000,0.800,1.250,1,1
1.000,0.000,1.000,1.000,1.000,1,1
1.000,0.100,1.000,1.200,0.833,1,1
1.000,0.200,1.000,1.400,0.714,1,1
1.000,0.300,1.000,1.600,0.625,1,1
1.000,0.400,1.000,1.800,0.556,1,1
1.000,0.500,1.000,2.000,0.500,1,1
1.000,0.600,1.000,2.200,0.455,1,1
1.000,0.700,1.000,2.400,0.417,1,1
1.000,0.800,1.000,2.600,0.385,1,1
1.000,0.900,1.000,2.800,0.357,1,1
1.000,1.000,1.000,3.000,0.333,1,1
1.000,1.100,1.000,3.200,0.312,1,1
1.000,1.200,1.000,3.400,0.294,1,1
1.000,1.300,1.000,3.600,0.278,1,1
1.000,1.400,1.000,3.800,0.263,1,1
1.000,1.500,1.000,4.000,0.250,1,1
1.000,1.600,1.000,4.200,0.238,1,1
1.000,1.700,1.000,4.400,0.227,1,1
1.000,1.800,1.000,4.600,0.217,1,1
1.000,1.900,1.000,4.800,0.208,1,1
1.000,2.000,1.000,5.000,0.200,1,1
1.100,-2.000,1.100,-2.900,,0,1
1.100,-1.900,1.100,-2.700,,0,1
1.100,-1.800,1.100,-2.500,,0,1
1.100,-1.700,1.100,-2.300,,0,1
1.100,-1.600,1.100,-2.100,,0,1
1.100,-1.500,1.100,-1.900,,0,1
1.100,-1.400,1.100,-1.700,,0,1
1.100,-1.300,1.100,-1.500,,0,1
1.100,-1.200,1.100,-1.300,,0,1
1.100,-1.100,1.100,-1.100,,0,1
1.100,-1.000,1.100,-0.900,,0,1
1.100,-0.900,1.100,-0.700,,0,1
1.100,-0.800,1.100,-0.500,,0,1
1.100,-0.700,1.100,-0.300,,0,1
1.100,-0.600,1.100,-0.100,,0,1
1.100,-0.500,1.100,0.100,11.000,1,1
1.100,-0.400,1.100,0.300,3.667,1,1
1.100,-0.300,1.100,0.500,2.200,1,1
1.100,-0.200,1.100,0.700,1.571,1,1
1.100,-0.100,1.100,0.900,1.222,1,1
1.100,0.000,1.100,1.100,1.000,1,1
1.100,0.100,1.100,1.300,0.846,1,1
1.100,0.200,1.100,1.500,0.733,1,1
1.100,0.300,1.100,1.700,0.647,1,1
1.100,0.400,1.100,1.900,0.579,1,1
1.100,0.500,1.100,2.100,0.524,1,1
1.100,0.600,1.100,2.300,0.478,1,1
1.100,0.700,1.100,2.500,0.440,1,1
1.100,0.800,1.100,2.700,0.407,1,1
1.100,0.900,1.100,2.900,0.379,1,1
1.100,1.000,1.100,3.100,0.355,1,1
1.100,1.100,1.100,3.300,0.333,1,1
1.100,1.200,1.100,3.500,0.314,1,1
1.100,1.300,1.100,3.700,0.297,1,1
1.100,1.400,1.100,3.900,0.282,1,1
1.100,1.500,1.100,4.100,0.268,1,1
1.100,1.600,1.100,4.300,0.256,1,1
1.100,1.700,1.100,4.500,0.244,1,1
1.100,1.800,1.100,4.700,0.234,1,1
1.100,1.900,1.100,4.900,0.224,1,1
1.100,2.000,1.100,5.100,0.216,1,1
1.200,-2.000,1.200,-2.800,,0,1
1.200,-1.900,1.200,-2.600,,0,1
1.200,-1.800,1.200,-2.400,,0,1
1.200,-1.700,1.200,-2.200,,0,1
1.200,-1.600,1.200,-2.000,,0,1
1.200,-1.500,1.200,-1.800,,0,1
1.200,-1.400,1.200,-1.600,,0,1
1.200,-1.300,1.200,-1.400,,0,1
1.200,-1.200,1.200,-1.200,,0,1
1.200,-1.100,1.200,-1.000,,0,1
1.200,-1.000,1.200,-0.800,,0,1
1.200,-0.900,1.200,-0.600,,0,1
1.200,-0.800,1.200,-0.400,,0,1
1.200,-0.700,1.200,-0.200,,0,1
1.200,-0.600,1.200,0.000,540431955284459.875,1,1
1.200,-0.500,1.200,0.200,6.000,1,1
1.200,-0.400,1.200,0.400,3.000,1,1
1.200,-0.300,1.200,0.600,2.000,1,1
1.200,-0.200,1.200,0.800,1.500,1,1
1.200,-0.100,1.200,1.000,1.200,1,1
1.200,0.000,1.200,1.200,1.000,1,1
1.200,0.100,1.200,1.400,0.857,1,1
1.200,0.200,1.200,1.600,0.750,1,1
1.200,0.300,1.200,1.800,0.667,1,1
1.200,0.400,1.200,2.000,0.600,1,1
1.200,0.500,1.200,2.200,0.545,1,1
1.200,0.600,1.200,2.400,0.500,1,1
1.200,0.700,1.200,2.600,0.462,1,1
1.200,0.800,1.200,2.800,0.429,1,1
1.200,0.900,1.200,3.000,0.400,1,1
1.200,1.000,1.200,3.200,0.375,1,1
1.200,1.100,1.200,3.400,0.353,1,1
1.200,1.200,1.200,3.600,0.333,1,1
1.200,1.300,1.200,3.800,0.316,1,1
1.200,1.400,1.200,4.000,0.300,1,1
1.200,1.500,1.200,4.200,0.286,1,1
1.200,1.600,1.200,4.400,0.273,1,1
1.200,1.700,1.200,4.600,0.261,1,1
1.200,1.800,1.200,4.800,0.250,1,1
1.200,1.900,1.200,5.000,0.240,1,1
1.200,2.000,1.200,5.200,0.231,1,1
1.300,-2.000,1.300,-2.700,,0,1
1.300,-1.900,1.300,-2.500,,0,1
1.300,-1.800,1.300,-2.300,,0,1
1.300,-1.700,1.300,-2.100,,0,1
1.300,-1.600,1.300,-1.900,,0,1
1.300,-1.500,1.300,-1.700,,0,1
1.300,-1.400,1.300,-1.500,,0,1
1.300,-1.300,1.300,-1.300,,0,1
1.300,-1.200,1.300,-1.100,,0,1
1.300,-1.100,1.300,-0.900,,0,1
1.300,-1.000,1.300,-0.700,,0,1
1.300,-0.900,1.300,-0.500,,0,1
1.300,-0.800,1.300,-0.300,,0,1
1.300,-0.700,1.300,-0.100,,0,1
1.300,-0.600,1.300,0.100,13.000,1,1
1.300,-0.500,1.300,0.300,4.333,1,1
1.300,-0.400,1.300,0.500,2.600,1,1
1.300,-0.300,1.300,0.700,1.857,1,1
1.300,-0.200,1.300,0.900,1.444,1,1
1.300,-0.100,1.300,1.100,1.182,1,1
1.300,0.000,1.300,1.300,1.000,1,1
1.300,0.100,1.300,1.500,0.867,1,1
1.300,0.200,1.300,1.700,0.765,1,1
1.300,0.300,1.300,1.900,0.684,1,1
1.300,0.400,1.300,2.100,0.619,1,1
1.300,0.500,1.300,2.300,0.565,1,1
1.300,0.600,1.300,2.500,0.520,1,1
1.300,0.700,1.300,2.700,0.481,1,1
1.300,0.800,1.300,2.900,0.448,1,1
1.300,0.900,1.300,3.100,0.419,1,1
1.300,1.000,1.300,3.300,0.394,1,1
1.300,1.100,1.300,3.500,0.371,1,1
1.300,1.200,1.300,3.700,0.351,1,1
1.300,1.300,1.300,3.900,0.333,1,1
1.300,1.400,1.300,4.100,0.317,1,1
1.300,1.500,1.300,4.300,0.302,1,1
1.300,1.600,1.300,4.500,0.289,1,1
1.300,1.700,1.300,4.700,0.277,1,1
1.300,1.800,1.300,4.900,0.265,1,1
1.300,1.900,1.300,5.100,0.255,1,1
1.300,2.000,1.300,5.300,0.245,1,1
1.400,-2.000,1.400,-2.600,,0,1
1.400,-1.900,1.400,-2.400,,0,1
1.400,-1.800,1.400,-2.200,,0,1
1.400,-1.700,1.400,-2.000,,0,1
1.400,-1.600,1.400,-1.800,,0,1
1.400,-1.500,1.400,-1.600,,0,1
1.400,-1.400,1.400,-1.400,,0,1
1.400,-1.300,1.400,-1.200,,0,1
1.400,-1.200,1.400,-1.000,,0,1
1.400,-1.100,1.400,-0.800,,0,1
1.400,-1.000,1.400,-0.600,,0,1
1.400,-0.900,1.400,-0.400,,0,1
1.400,-0.800,1.400,-0.200,,0,1
1.400,-0.700,1.400,0.000,573185407119881.750,1,1
1.400,-0.600,1.400,0.200,7.000,1,1
1.400,-0.500,1.400,0.400,3.500,1,1
1.400,-0.400,1.400,0.600,2.333,1,1
1.400,-0.300,1.400,0.800,1.750,1,1
1.400,-0.200,1.400,1.000,1.400,1,1
1.400,-0.100,1.400,1.200,1.167,1,1
1.400,0.000,1.400,1.400,1.000,1,1
1.400,0.100,1.400,1.600,0.875,1,1
1.400,0.200,1.400,1.800,0.778,1,1
1.400,0.300,1.400,2.000,0.700,1,1
1.400,0.400,1.400,2.200,0.636,1,1
1.400,0.500,1.400,2.400,0.583,1,1
1.400,0.600,1.400,2.600,0.538,1,1
1.400,0.700,1.400,2.800,0.500,1,1
1.400,0.800,1.400,3.000,0.467,1,1
1.400,0.900,1.400,3.200,0.438,1,1
1.400,1.000,1.400,3.400,0.412,1,1
1.400,1.100,1.400,3.600,0.389,1,1
1.400,1.200,1.400,3.800,0.368,1,1
1.400,1.300,1.400,4.000,0.350,1,1
1.400,1.400,1.400,4.200,0.333,1,1
1.400,1.500,1.400,4.400,0.318,1,1
1.400,1.600,1.400,4.600,0.304,1,1
1.400,1.700,1.400,4.800,0.292,1,1
1.400,1.800,1.400,5.000,0.280,1,1
1.400,1.900,1.400,5.200,0.269,1,1
1.400,2.000,1.400,5.400,0.259,1,1
1.500,-2.000,1.500,-2.500,,0,1
1.500,-1.900,1.500,-2.300,,0,1
1.500,-1.800,1.500,-2.100,,0,1
1.500,-1.700,1.500,-1.900,,0,1
1.500,-1.600,1.500,-1.700,,0,1
1.500,-1.500,1.500,-1.500,,0,1
1.500,-1.400,1.500,-1.300,,0,1
1.500,-1.300,1.500,-1.100,,0,1
1.500,-1.200,1.500,-0.900,,0,1
1.500,-1.100,1.500,-0.700,,0,1
1.500,-1.000,1.500,-0.500,,0,1
1.500,-0.900,1.500,-0.300,,0,1
1.500,-0.800,1.500,-0.100,,0,1
1.500,-0.700,1.500,0.100,15.000,1,1
1.500,-0.600,1.500,0.300,5.000,1,1
1.500,-0.500,1.500,0.500,3.000,1,1
1.500,-0.400,1.500,0.700,2.143,1,1
1.500,-0.300,1.500,0.900,1.667,1,1
1.500,-0.200,1.500,1.100,1.364,1,1
1.500,-0.100,1.500,1.300,1.154,1,1
1.500,0.000,1.500,1.500,1.000,1,1
1.500,0.100,1.500,1.700,0.882,1,1
1.500,0.200,1.500,1.900,0.789,1,1
1.500,0.300,1.500,2.100,0.714,1,1
1.500,0.400,1.500,2.300,0.652,1,1
1.500,0.500,1.500,2.500,0.600,1,1
1.500,0.600,1.500,2.700,0.556,1,1
1.500,0.700,1.500,2.900,0.517,1,1
1.500,0.800,1.500,3.100,0.484,1,1
1.500,0.900,1.500,3.300,0.455,1,1
1.500,1.000,1.500,3.500,0.429,1,1
1.500,1.100,1.500,3.700,0.405,1,1
1.500,1.200,1.500,3.900,0.385,1,1
1.500,1.300,1.500,4.100,0.366,1,1
1.500,1.400,1.500,4.300,0.349,1,1
1.500,1.500,1.500,4.500,0.333,1,1
1.500,1.600,1.500,4.700,0.319,1,1
1.500,1.700,1.500,4.900,0.306,1,1
1.500,1.800,1.500,5.100,0.294,1,1
1.500,1.900,1.500,5.300,0.283,1,1
1.500,2.000,1.500,5.500,0.273,1,1
1.600,-2.000,1.600,-2.400,,0,1
1.600,-1.900,1.600,-2.200,,0,1
1.600,-1.800,1.600,-2.000,,0,1
1.600,-1.700,1.600,-1.800,,0,1
1.600,-1.600,1.600,-1.600,,0,1
1.600,-1.500,1.600,-1.400,,0,1
1.600,-1.400,1.600,-1.200,,0,1
1.600,-1.300,1.600,-1.000,,0,1
1.600,-1.200,1.600,-0.800,,0,1
1.600,-1.100,1.600,-0.600,,0,1
1.600,-1.000,1.600,-0.400,,0,1
1.600,-0.900,1.600,-0.200,,0,1
1.600,-0.800,1.600,0.000,600479950316066.625,1,1
1.600,-0.700,1.600,0.200,8.000,1,1
1.600,-0.600,1.600,0.400,4.000,1,1
1.600,-0.500,1.600,0.600,2.667,1,1
1.600,-0.400,1.600,0.800,2.000,1,1
1.600,-0.300,1.600,1.000,1.600,1,1
1.600,-0.200,1.600,1.200,1.333,1,1
1.600,-0.100,1.600,1.400,1.143,1,1
1.600,0.000,1.600,1.600,1.000,1,1
1.600,0.100,1.600,1.800,0.889,1,1
1.600,0.200,1.600,2.000,0.800,1,1
1.600,0.300,1.600,2.200,0.727,1,1
1.600,0.400,1.600,2.400,0.667,1,1
1.600,0.500,1.600,2.600,0.615,1,1
1.600,0.600,1.600,2.800,0.571,1,1
1.600,0.700,1.600,3.000,0.533,1,1
1.600,0.800,1.600,3.200,0.500,1,1
1.600,0.900,1.600,3.400,0.471,1,1
1.600,1.000,1.600,3.600,0.444,1,1
1.600,1.100,1.600,3.800,0.421,1,1
1.600,1.200,1.600,4.000,0.400,1,1
1.600,1.300,1.600,4.200,0.381,1,1
1.600,1.400,1.600,4.400,0.364,1,1
1.600,1.500,1.600,4.600,0.348,1,1
1.600,1.600,1.600,4.800,0.333,1,1
1.600,1.700,1.600,5.000,0.320,1,1
1.600,1.800,1.600,5.200,0.308,1,1
1.600,1.900,1.600,5.400,0.296,1,1
1.600,2.000,1.600,5.600,0.286,1,1
1.700,-2.000,1.700,-2.300,,0,1
1.700,-1.900,1.700,-2.100,,0,1
1.700,-1.800,1.700,-1.900,,0,1
1.700,-1.700,1.700,-1.700,,0,1
1.700,-1.600,1.700,-1.500,,0,1
1.700,-1.500,1.700,-1.300,,0,1
1.700,-1.400,1.700,-1.100,,0,1
1.700,-1.300,1.700,-0.900,,0,1
1.700,-1.200,1.700,-0.700,,0,1
1.700,-1.100,1.700,-0.500,,0,1
1.700,-1.000,1.700,-0.300,,0,1
1.700,-0.900,1.700,-0.100,,0,1
1.700,-0.800,1.700,0.100,17.000,1,1
1.700,-0.700,1.700,0.300,5.667,1,1
1.700,-0.600,1.700,0.500,3.400,1,1
1.700,-0.500,1.700,0.700,2.429,1,1
1.700,-0.400,1.700,0.900,1.889,1,1
1.700,-0.300,1.700,1.100,1.545,1,1
1.700,-0.200,1.700,1.300,1.308,1,1
1.700,-0.100,1.700,1.500,1.133,1,1
1.700,0.000,1.700,1.700,1.000,1,1
1.700,0.100,1.700,1.900,0.895,1,1
1.700,0.200,1.700,2.100,0.810,1,1
1.700,0.300,1.700,2.300,0.739,1,1
1.700,0.400,1.700,2.500,0.680,1,1
1.700,0.500,1.700,2.700,0.630,1,1
1.700,0.600,1.700,2.900,0.586,1,1
1.700,0.700,1.700,3.100,0.548,1,1
1.700,0.800,1.700,3.300,0.515,1,1
1.700,0.900,1.700,3.500,0.486,1,1
1.700,1.000,1.700,3.700,0.459,1,1
1.700,1.100,1.700,3.900,0.436,1,1
1.700,1.200,1.700,4.100,0.415,1,1
1.700,1.300,1.700,4.300,0.395,1,1
1.700,1.400,1.700,4.500,0.378,1,1
1.700,1.500,1.700,4.700,0.362,1,1
1.700,1.600,1.700,4.900,0.347,1,1
1.700,1.700,1.700,5.100,0.333,1,1
1.700,1.800,1.700,5.300,0.321,1,1
1.700,1.900,1.700,5.500,0.309,1,1
1.700,2.000,1.700,5.700,0.298,1,1
1.800,-2.000,1.800,-2.200,,0,1
1.800,-1.900,1.800,-2.000,,0,1
1.800,-1.800,1.800,-1.800,,0,1
1.800,-1.700,1.800,-1.600,,0,1
1.800,-1.600,1.800,-1.400,,0,1
1.800,-1.500,1.800,-1.200,,0,1
1.800,-1.400,1.800,-1.000,,0,1
1.800,-1.300,1.800,-0.800,,0,1
1.800,-1.200,1.800,-0.600,,0,1
1.800,-1.100,1.800,-0.400,,0,1
1.800,-1.000,1.800,-0.200,,0,1
1.800,-0.900,1.800,0.000,623575333020530.750,1,1
1.800,-0.800,1.800,0.200,9.000,1,1
1.800,-0.700,1.800,0.400,4.500,1,1
1.800,-0.600,1.800,0.600,3.000,1,1
1.800,-0.500,1.800,0.800,2.250,1,1
1.800,-0.400,1.800,1.000,1.800,1,1
1.800,-0.300,1.800,1.200,1.500,1,1
1.800,-0.200,1.800,1.400,1.286,1,1
1.800,-0.100,1.800,1.600,1.125,1,1
1.800,0.000,1.800,1.800,1.000,1,1
1.800,0.100,1.800,2.000,0.900,1,1
1.800,0.200,1.800,2.200,0.818,1,1
1.800,0.300,1.800,2.400,0.750,1,1
1.800,0.400,1.800,2.600,0.692,1,1
1.800,0.500,1.800,2.800,0.643,1,1
1.800,0.600,1.800,3.000,0.600,1,1
1.800,0.700,1.800,3.200,0.562,1,1
1.800,0.800,1.800,3.400,0.529,1,1
1.800,0.900,1.800,3.600,0.500,1,1
1.800,1.000,1.800,3.800,0.474,1,1
1.800,1.100,1.800,4.000,0.450,1,1
1.800,1.200,1.800,4.200,0.429,1,1
1.800,1.300,1.800,4.400,0.409,1,1
1.800,1.400,1.800,4.600,0.391,1,1
1.800,1.500,1.800,4.800,0.375,1,1
1.800,1.600,1.800,5.000,0.360,1,1
1.800,1.700,1.800,5.200,0.346,1,1
1.800,1.800,1.800,5.400,0.333,1,1
1.800,1.900,1.800,5.600,0.321,1,1
1.800,2.000,1.800,5.800,0.310,1,1
1.900,-2.000,1.900,-2.100,,0,1
1.900,-1.900,1.900,-1.900,,0,1
1.900,-1.800,1.900,-1.700,,0,1
1.900,-1.700,1.900,-1.500,,0,1
1.900,-1.600,1.900,-1.300,,0,1
1.900,-1.500,1.900,-1.100,,0,1
1.900,-1.400,1.900,-0.900,,0,1
1.900,-1.300,1.900,-0.700,,0,1
1.900,-1.200,1.900,-0.500,,0,1
1.900,-1.100,1.900,-0.300,,0,1
1.900,-1.000,1.900,-0.100,,0,1
1.900,-0.900,1.900,0.100,19.000,1,1
1.900,-0.800,1.900,0.300,6.333,1,1
1.900,-0.700,1.900,0.500,3.800,1,1
1.900,-0.600,1.900,0.700,2.714,1,1
1.900,-0.500,1.900,0.900,2.111,1,1
1.900,-0.400,1.900,1.100,1.727,1,1
1.900,-0.300,1.900,1.300,1.462,1,1
1.900,-0.200,1.900,1.500,1.267,1,1
1.900,-0.100,1.900,1.700,1.118,1,1
1.900,0.000,1.900,1.900,1.000,1,1
1.900,0.100,1.900,2.100,0.905,1,1
1.900,0.200,1.900,2.300,0.826,1,1
1.900,0.300,1.900,2.500,0.760,1,1
1.900,0.400,1.900,2.700,0.704,1,1
1.900,0.500,1.900,2.900,0.655,1,1
1.900,0.600,1.900,3.100,0.613,1,1
1.900,0.700,1.900,3.300,0.576,1,1
1.900,0.800,1.900,3.500,0.543,1,1
1.900,0.900,1.900,3.700,0.514,1,1
1.900,1.000,1.900,3.900,0.487,1,1
1.900,1.100,1.900,4.100,0.463,1,1
1.900,1.200,1.900,4.300,0.442,1,1
1.900,1.300,1.900,4.500,0.422,1,1
1.900,1.400,1.900,4.700,0.404,1,1
1.900,1.500,1.900,4.900,0.388,1,1
1.900,1.600,1.900,5.100,0.373,1,1
1.900,1.700,1.900,5.300,0.358,1,1
1.900,1.800,1.900,5.500,0.345,1,1
1.900,1.900,1.900,5.700,0.333,1,1
1.900,2.000,1.900,5.900,0.322,1,1
2.000,-2.000,2.000,-2.000,,0,1
2.000,-1.900,2.000,-1.800,,0,1
2.000,-1.800,2.000,-1.600,,0,1
2.000,-1.700,2.000,-1.400,,0,1
2.000,-1.600,2.000,-1.200,,0,1
2.000,-1.500,2.000,-1.000,,0,1
2.000,-1.400,2.000,-0.800,,0,1
2.000,-1.300,2.000,-0.600,,0,1
2.000,-1.200,2.000,-0.400,,0,1
2.000,-1.100,2.000,-0.200,,0,1
2.000,-1.000,2.000,0.000,692861481133922.875,1,1
2.000,-0.900,2.000,0.200,10.000,1,1
2.000,-0.800,2.000,0.400,5.000,1,1
2.000,-0.700,2.000,0.600,3.333,1,1
2.000,-0.600,2.000,0.800,2.500,1,1
2.000,-0.500,2.000,1.000,2.000,1,1
2.000,-0.400,2.000,1.200,1.667,1,1
2.000,-0.300,2.000,1.400,1.429,1,1
2.000,-0.200,2.000,1.600,1.250,1,1
2.000,-0.100,2.000,1.800,1.111,1,1
2.000,0.000,2.000,2.000,1.000,1,1
2.000,0.100,2.000,2.200,0.909,1,1
2.000,0.200,2.000,2.400,0.833,1,1
2.000,0.300,2.000,2.600,0.769,1,1
2.000,0.400,2.000,2.800,0.714,1,1
2.000,0.500,2.000,3.000,0.667,1,1
2.000,0.600,2.000,3.200,0.625,1,1
2.000,0.700,2.000,3.400,0.588,1,1
2.000,0.800,2.000,3.600,0.556,1,1
2.000,0.900,2.000,3.800,0.526,1,1
2.000,1.000,2.000,4.000,0.500,1,1
2.000,1.100,2.000,4.200,0.476,1,1
2.000,1.200,2.000,4.400,0.455,1,1
2.000,1.300,2.000,4.600,0.435,1,1
2.000,1.400,2.000,4.800,0.417,1,1
2.000,1.500,2.000,5.000,0.400,1,1
2.000,1.600,2.000,5.200,0.385,1,1
2.000,1.700,2.000,5.400,0.370,1,1
2.000,1.800,2.000,5.600,0.357,1,1
2.000,1.900,2.000,5.800,0.345,1,1
2.000,2.000,2.000,6.000,0.333,1,1
